"date",open,high,low,close,adj_close,volume,"type","code","name"
"1966-03-16",0.134873,0.135515,0.134873,0.135515,0.0886262,544900,"stock","DIS","The Walt Disney Company"
"1966-03-16",8.30833,8.43333,8.30417,8.375,2.04116,435200,"stock","IBM","International Business Machines Corporation"
"1966-03-16",0,0.401042,0.399306,0.400463,0.13266,2116800,"stock","JNJ","Johnson & Johnson"
"1966-03-16",0.402344,0.40625,0.39974,0.404948,0.00713558,960000,"stock","KO","The Coca-Cola Company"
"1966-03-16",0,0.986328,0.976562,0.976562,0.211016,544000,"stock","PG","The Procter & Gamble Company"
"1966-03-16",0,2.39453,2.36719,2.36719,0.192581,550400,"stock","XOM","Exxon Mobil Corporation"
"1966-03-16",87.35,88.55,87.09,87.86,87.86,7330000,"index","^GSPC","S&P 500"
"1966-03-16",1560.09,1560.09,1560.09,1560.09,1560.09,0,"index","^N225","NIKKEI 225"
"1966-03-16",504.26,504.26,504.26,504.26,504.26,0,"index","^NYA","NYSE COMPOSITE (DJ)"
"1966-03-17",2.36626,2.3786,2.29424,2.2963,0.620144,3334800,"stock","BA","The Boeing Company"
"1966-03-17",3.75,3.75,3.67708,3.72917,0.3472,152000,"stock","CAT","Caterpillar Inc."
"1966-03-17",0,4.53125,4.50781,4.52344,0.0793628,124800,"stock","CVX","Chevron Corporation"
"1966-03-17",0.135515,0.136158,0.134873,0.134873,0.0882062,1323400,"stock","DIS","The Walt Disney Company"
"1966-03-17",8.375,8.39167,8.29167,8.33333,2.03101,304000,"stock","IBM","International Business Machines Corporation"
"1966-03-17",0,0.402778,0.40162,0.402778,0.133427,561600,"stock","JNJ","Johnson & Johnson"
"1966-03-17",0.404948,0.409505,0.404948,0.408854,0.00720442,537600,"stock","KO","The Coca-Cola Company"
"1966-03-17",0,0.986328,0.974609,0.984375,0.212704,601600,"stock","PG","The Procter & Gamble Company"
"1966-03-17",0,2.37109,2.34375,2.35156,0.19131,1244800,"stock","XOM","Exxon Mobil Corporation"
"1966-03-17",87.86,88.6,87.45,88.17,88.17,5460000,"index","^GSPC","S&P 500"
"1966-03-17",1551.25,1551.25,1551.25,1551.25,1551.25,0,"index","^N225","NIKKEI 225"
"1966-03-17",505.85,505.85,505.85,505.85,505.85,0,"index","^NYA","NYSE COMPOSITE (DJ)"
"1966-03-18",2.30453,2.35802,2.30453,2.32716,0.628479,1719000,"stock","BA","The Boeing Company"
"1966-03-18",3.77083,3.82292,3.77083,3.82292,0.355928,113600,"stock","CAT","Caterpillar Inc."
"1966-03-18",0,4.54688,4.48438,4.48438,0.0786776,116800,"stock","CVX","Chevron Corporation"
"1966-03-18",0.135194,0.141296,0.135194,0.141296,0.0924065,4048200,"stock","DIS","The Walt Disney Company"
"1966-03-18",8.33333,8.375,8.3,8.31667,2.02694,227200,"stock","IBM","International Business Machines Corporation"
"1966-03-18",0,0.405093,0.403935,0.405093,0.134194,216000,"stock","JNJ","Johnson & Johnson"
"1966-03-18",0.408854,0.413411,0.40625,0.413411,0.00728472,1017600,"stock","KO","The Coca-Cola Company"
"1966-03-18",0,1.02344,0.982422,1.02344,0.221145,825600,"stock","PG","The Procter & Gamble Company"
"1966-03-18",0,2.35547,2.33594,2.34375,0.190675,825600,"stock","XOM","Exxon Mobil Corporation"
"1966-03-18",88.17,89.23,87.82,88.53,88.53,6450000,"index","^GSPC","S&P 500"
"1966-03-18",1558.77,1558.77,1558.77,1558.77,1558.77,0,"index","^N225","NIKKEI 225"
"1966-03-18",508.28,508.28,508.28,508.28,508.28,0,"index","^NYA","NYSE COMPOSITE (DJ)"
"1966-03-21",2.34568,2.43416,2.34568,2.43416,0.657375,2411400,"stock","BA","The Boeing Company"
"1966-03-21",3.82292,3.88542,3.82292,3.83333,0.356898,120000,"stock","CAT","Caterpillar Inc."
"1966-03-21",0,4.55469,4.53125,4.53906,0.079637,129600,"stock","CVX","Chevron Corporation"
"1966-03-21",0.141296,0.144507,0.141296,0.141938,0.0928266,4554200,"stock","DIS","The Walt Disney Company"
"1966-03-21",8.36667,8.48333,8.36667,8.48333,2.06756,347200,"stock","IBM","International Business Machines Corporation"
"1966-03-21",0,0.409722,0.407407,0.407407,0.134961,604800,"stock","JNJ","Johnson & Johnson"
"1966-03-21",0.414062,0.415365,0.414062,0.414062,0.00729619,614400,"stock","KO","The Coca-Cola Company"
"1966-03-21",0,1.02734,1.01758,1.02148,0.220723,364800,"stock","PG","The Procter & Gamble Company"
